uav_id,heading_deg,speed_mps,smoke_id,drop_time_s,fuse_delay_s,burst_time_s,drop_x_m,drop_y_m,drop_z_m,burst_x_m,burst_y_m,burst_z_m,individual_full_target_duration_s,target_id
FY1,179.81879788956584,110.80396393807064,1,7.903188339865663,3.020509103031922,10.923697442897584,16924.299783532188,2.769475478129247,1800.0,16589.617075538794,3.8279376496704187,1755.2949713166563,0.0,M1
FY1,179.81879788956584,110.80396393807064,2,11.014351848713119,3.107309075789165,14.121660924502283,16579.572258259675,3.85970522790515,1800.0,16235.271817312925,4.948584287633192,1752.6886885068395,0.0,M1
FY1,179.81879788956584,110.80396393807064,3,14.297411010790205,3.6423183100509506,17.939729320841156,16215.798108476929,5.01017152727903,1800.0,15812.216820091422,6.28653124558972,1734.994234908511,0.0,M1
FY2,275.6596385522066,109.75623752029486,1,6.3043137389176085,2.776430918366576,9.080744657284185,12068.238049083016,711.4352412321086,1400.0,12098.290206562671,408.190103900313,1362.2280136421368,3.7572476291005152,M2
FY2,275.6596385522066,109.75623752029486,2,9.2596172496869,3.6286766702818554,12.888293919968755,12100.226327962313,388.65342337668324,1400.0,12139.503214708055,-7.675024031501096,1335.4802575505057,0.0,M1
FY2,275.6596385522066,109.75623752029486,3,12.019787286826366,3.000178867521295,15.01996615434766,12130.102477258166,87.18431912686742,1400.0,12162.576488117737,-240.49883937818618,1355.8947411381052,0.0,M1
FY3,153.70445193648385,100.67504461431146,1,6.152404299480937,3.242183141480234,9.394587440961171,5444.700740633198,-2725.607696552582,700.0,5152.070118593713,-2581.008925554356,648.4924175377967,0.0,M1
FY3,153.70445193648385,100.67504461431146,2,8.816950259328145,3.148745632647953,11.965695891976099,5204.206077729332,-2606.7710811458755,700.0,4920.008870811155,-2466.3395481945768,651.4184646103141,0.0,M1
FY3,153.70445193648385,100.67504461431146,3,12.498650871251034,2.7668301216382236,15.265480992889257,4871.905805592865,-2442.5701830360877,700.0,4622.179252760651,-2319.1717759469984,662.4887902821775,0.0,M1
FY4,268.0652907099431,134.5588908790532,1,2.5461149096464704,11.94177755862206,14.48789246826853,10988.433526986557,1657.592903084786,1800.0,10934.184503369817,51.636561380324565,1101.2303488279135,3.649427843009235,M1
FY4,268.0652907099431,134.5588908790532,2,5.9697863906486335,11.461118202652633,17.430904593301268,10972.88049611514,1197.1700807840696,1800.0,10920.815008460746,-344.1461403747405,1156.3495707696397,3.3284127012478564,M3
FY4,268.0652907099431,134.5588908790532,3,9.018814399903672,11.860239072458718,20.87905347236239,10959.029392988306,787.1301312488959,1800.0,10905.15078183653,-807.860736655356,1110.7401728062055,0.0,M1
FY5,124.11911657714845,133.28542479671904,1,11.95930807078832,2.716193150818312,14.67550122160663,12105.900285091899,-680.3688609717415,1300.0,11902.832724041778,-380.65477716197023,1263.8492443604937,3.644795047870989,M3
FY5,124.11911657714845,133.28542479671904,2,14.589720640365286,2.7013247869866293,17.291045427351914,11909.245836972608,-390.12010119744036,1300.0,11707.289861959438,-92.0466437334872,1264.243937536537,0.0,M1
FY5,124.11911657714845,133.28542479671904,3,17.52369469980073,2.5115178249663312,20.03521252476706,11689.896577419995,-66.37532373917838,1300.0,11502.130917567652,210.75418144896145,1269.0921632528944,0.0,M1
