uav_id,heading_deg,speed_mps,smoke_id,drop_time_s,fuse_delay_s,burst_time_s,drop_x_m,drop_y_m,drop_z_m,burst_x_m,burst_y_m,burst_z_m,individual_full_target_duration_s,target_id
FY1,179.67181034850879,111.8392031629674,1,7.9859987580487175,2.993881661669219,10.979880419717936,16906.8669144296,5.115913324371685,1800.0,16572.03906792833,7.033824852856318,1756.0796957200116,0.0,M1
FY1,179.67181034850879,111.8392031629674,2,14.173036085737317,3.1187747415847333,17.291810827322053,16214.924941179414,9.079393367641934,1800.0,15866.129381282382,11.077312693650658,1752.33889614514,0.0,M1
FY1,179.67181034850879,111.8392031629674,3,17.387242565820756,3.652007028388919,21.039249594209675,15855.456546781777,11.138447251436736,1800.0,15447.025691154304,13.477960690304208,1734.64793885653,0.0,M1
FY2,275.7463085540519,109.75688852969989,1,6.305152503822931,2.778655082482099,9.08380758630503,12069.28917497588,711.4435699318766,1400.0,12099.824632776621,407.99954969216384,1362.1674720697224,3.761593128311869,M2
FY2,275.7463085540519,109.75688852969989,2,9.34221717934238,3.712175566335829,13.05439274567821,12102.664371783181,379.77983783439777,1400.0,12143.458560694722,-25.609620103778525,1332.4767875670263,0.0,M1
FY2,275.7463085540519,109.75688852969989,3,11.676264086250093,3.069435847566166,14.745699933816258,12128.313899599769,124.88941212978693,1400.0,12162.04483273585,-210.3094253672985,1353.8349615306113,0.0,M1
FY3,155.54214841182528,99.961566001878,1,6.541604454087345,3.3894725099465766,9.931076964033922,5404.768791618407,-2729.2661416405563,700.0,5096.35518574667,-2588.987869412137,643.7062329111507,0.0,M1
FY3,155.54214841182528,99.961566001878,2,21.46153035957248,3.061911180498771,24.52344154007125,4047.180513694201,-2111.783208335847,700.0,3768.572244925119,-1985.061540330929,654.0610296214095,0.0,M1
FY3,155.54214841182528,99.961566001878,3,25.11436790253118,2.665562219662447,27.779930122193626,3714.802895943496,-1960.605189409998,700.0,3472.259062521309,-1850.2870022601364,665.1844124602302,0.0,M1
FY4,268.0741334007091,134.49518052123796,1,2.553234814805702,11.943203729606104,14.496438544411806,10988.459642391024,1656.7961922971751,1800.0,10934.477595288554,51.4001776406385,1101.063434898302,3.6174251550896415,M1
FY4,268.0741334007091,134.49518052123796,2,5.9953282677657365,11.45153940295203,17.446867670717765,10972.901735558355,1194.1127083204979,1800.0,10921.141960422514,-345.194175778666,1157.4250019829215,3.354223868983908,M3
FY4,268.0741334007091,134.49518052123796,3,9.0260248748191,12.004755883484872,21.030780758303973,10959.20329997112,786.7288635205043,1800.0,10904.94304349157,-826.9409430571686,1093.840597271883,0.0,M1
FY5,124.08278713195395,133.2122837042212,1,11.973245219199057,2.7277921165102166,14.701037335709273,12106.186963880207,-678.988982577964,1300.0,11902.55494023702,-378.0310239646332,1263.5398358286131,3.6084325139126,M3
FY5,124.08278713195395,133.2122837042212,2,14.571770435450983,2.802382809493836,17.374153244944818,11912.204825332867,-392.29307208132764,1300.0,11703.00454241315,-83.10550441676781,1261.5185878863617,0.0,M1
FY5,124.08278713195395,133.2122837042212,3,17.496388072972884,2.359683733480602,19.856071806453485,11693.87960754719,-69.61930651623197,1300.0,11517.727190763573,190.72516588804734,1272.7162741219406,0.0,M1
