uav_id,heading_deg,speed_mps,smoke_id,drop_time_s,fuse_delay_s,burst_time_s,drop_x_m,drop_y_m,drop_z_m,burst_x_m,burst_y_m,burst_z_m,individual_full_target_duration_s,target_id
FY1,179.81879788956584,110.80396393807064,1,8.418941539911513,2.8865774466977463,11.30551898660926,16867.152570344075,2.9502083392061667,1800.0,16547.309946554687,3.9617374981438402,1759.171586156658,0.0,M1
FY1,179.81879788956584,110.80396393807064,2,17.196404290183818,14.875259769651333,32.07166405983515,15894.579768089146,6.026051505495337,1800.0,14246.350263726858,11.238715735581511,715.7605692484235,0.0,M1
FY1,179.81879788956584,110.80396393807064,3,28.84146612157292,9.293785135452243,38.13525125702516,14604.267209663918,10.106773335272605,1800.0,13574.484126567204,13.363548819390019,1376.76523349463,0.0,M1
FY2,275.6596385522066,109.75623752029486,1,6.273280254666622,2.8011099874614906,9.074390242128112,12067.902141875787,714.8247558536758,1400.0,12098.221426214599,408.8841407963579,1361.553535906903,3.765370591870383,M2
FY2,275.6596385522066,109.75623752029486,2,9.271617420104036,3.037679221803872,12.309296641907908,12100.356218106086,387.3427502740043,1400.0,12133.236133735332,55.563757794049764,1354.785274232563,0.0,M1
FY2,275.6596385522066,109.75623752029486,3,11.929217410749139,6.181323561668415,18.110540972417553,12129.122146661506,97.07647035147647,1400.0,12196.028946999706,-578.0551527516039,1212.7770712272181,0.0,M1
FY3,153.70445193648385,100.67504461431146,1,1.2294102018587934,3.6282947522340696,4.857704954092863,5889.036782805744,-2945.1692898013466,700.0,5561.556778143174,-2783.350250253559,635.4938382354625,0.0,M1
FY3,153.70445193648385,100.67504461431146,2,18.194252111661243,11.391443451241358,29.5856955629026,4357.836346484779,-2188.550930106631,700.0,3329.6756789345636,-1680.5016771599694,64.15157887613486,0.0,M1
FY3,153.70445193648385,100.67504461431146,3,21.06332866820575,4.055432318752123,25.118760986957874,4098.881308850105,-2060.592413923998,700.0,3732.849030508897,-1879.723381062913,619.4119966693017,0.0,M1
FY4,268.0652907099431,134.5588908790532,1,2.537164071259517,11.93551107615291,14.472675147412428,10988.474188792612,1658.7966313907718,1800.0,10934.253632508628,53.68301994251465,1101.963519220053,3.743312451529679,M1
FY4,268.0652907099431,134.5588908790532,2,5.977205281823061,11.42861187228256,17.40581715410562,10972.846793628172,1196.1723720868927,1800.0,10920.928975504155,-340.7723267296956,1159.9954702963385,3.4283933430180227,M3
FY4,268.0652907099431,134.5588908790532,3,8.606568918701718,10.344922621459366,18.951491540161086,10960.902138878591,842.569804415248,1800.0,10913.907296707905,-548.6379958321727,1275.6146221844897,0.0,M1
FY5,124.11911657714845,133.28542479671904,1,11.979069415154449,2.744938394371678,14.724007809526126,12104.422890893222,-678.1883263437974,1300.0,11899.206282932202,-375.30239360535546,1263.0800347344107,3.1453549294892813,M3
FY5,124.11911657714845,133.28542479671904,2,15.188628090476191,2.4491828855109388,17.63781097598713,11864.470422104881,-324.0345955909049,1300.0,11681.36503618026,-53.78334177549311,1270.6073656472695,0.0,M1
FY5,124.11911657714845,133.28542479671904,3,18.380978498693725,2.4494613577694837,20.830439856463208,11625.804474795948,28.22031585028344,1300.0,11442.678269776652,298.5022972514014,1270.600681378291,0.0,M1
