uav_id,heading_deg,speed_mps,smoke_id,drop_time_s,fuse_delay_s,burst_time_s,drop_x_m,drop_y_m,drop_z_m,burst_x_m,burst_y_m,burst_z_m,individual_full_target_duration_s,target_id
FY1,179.87150227074034,129.31720275307737,1,3.192543884040215,3.600008034123092,6.792551918163307,17387.150193515496,0.925903304791434,1800.0,16921.608395433934,1.9699795828759787,1736.495716555821,0.0,M1
FY1,179.87150227074034,129.31720275307737,2,17.410098088377346,13.621868078516464,31.03196616689381,15548.580477594998,5.049286068503908,1800.0,13787.043031457852,8.999907619669548,890.7790792523215,0.0,M1
FY1,179.87150227074034,129.31720275307737,3,25.936078340782224,13.43706917672094,39.37314751750316,14446.027333410333,7.521995474865427,1800.0,12708.387504225682,11.419021548534369,915.2813425060785,0.0,M1
FY2,275.6596385522066,109.75623752029486,1,6.3043137389176085,2.776430918366576,9.080744657284185,12068.238049083016,711.4352412321086,1400.0,12098.290206562671,408.190103900313,1362.2280136421368,3.7567116659060353,M2
FY2,275.6596385522066,109.75623752029486,2,9.2596172496869,3.6286766702818554,12.888293919968755,12100.226327962313,388.65342337668324,1400.0,12139.503214708055,-7.675024031501096,1335.4802575505057,0.0,M1
FY2,275.6596385522066,109.75623752029486,3,12.019787286826366,3.000178867521295,15.01996615434766,12130.102477258166,87.18431912686742,1400.0,12162.576488117737,-240.49883937818618,1355.8947411381052,0.0,M1
FY3,72.15533468648408,91.24317525993203,1,3.21845946734216,1.8943550323402354,5.112814499682395,6089.989176057019,-2720.4654058305946,700.0,6142.95596039889,-2555.9339675598194,682.4159531560914,0.0,M1
FY3,72.15533468648408,91.24317525993203,2,11.189771265731057,11.796781800583044,22.9865530663141,6312.869652915407,-2028.1287673951406,700.0,6642.71151829567,-1003.5365217596193,18.09610183222003,0.0,M1
FY3,72.15533468648408,91.24317525993203,3,26.28534384555127,5.89293718880006,32.17828103435133,6734.946784024585,-717.0248688770243,700.0,6899.715229163282,-205.20242020180052,529.8391273154004,0.0,M1
FY4,268.0652907099431,134.5588908790532,1,2.5461149096464704,11.94177755862206,14.48789246826853,10988.433526986557,1657.592903084786,1800.0,10934.184503369817,51.636561380324565,1101.2303488279135,3.6471159002835662,M1
FY4,268.0652907099431,134.5588908790532,2,5.9697863906486335,11.461118202652633,17.430904593301268,10972.88049611514,1197.1700807840696,1800.0,10920.815008460746,-344.1461403747405,1156.3495707696397,3.32774197429066,M3
FY4,268.0652907099431,134.5588908790532,3,9.018814399903672,11.860239072458718,20.87905347236239,10959.029392988306,787.1301312488959,1800.0,10905.15078183653,-807.860736655356,1110.7401728062055,0.0,M1
FY5,124.11911657714845,133.28542479671904,1,11.95930807078832,2.716193150818312,14.67550122160663,12105.900285091899,-680.3688609717415,1300.0,11902.832724041778,-380.65477716197023,1263.8492443604937,3.643501491108399,M3
FY5,124.11911657714845,133.28542479671904,2,14.589720640365286,2.7013247869866293,17.291045427351914,11909.245836972608,-390.12010119744036,1300.0,11707.289861959438,-92.0466437334872,1264.243937536537,0.0,M1
FY5,124.11911657714845,133.28542479671904,3,17.52369469980073,2.5115178249663312,20.03521252476706,11689.896577419995,-66.37532373917838,1300.0,11502.130917567652,210.75418144896145,1269.0921632528944,0.0,M1
